id,category,subcategory,common_name_en,common_name_th,scientific_name,origin_region,typical_size_cm,lifespan_years,diet,habitat,activity_pattern,temperament,handling_level,care_level,beginner_friendly,recommended_enclosure,temperature_c_range,humidity_percent_range,social_needs,legal_status_hint_th,legal_class_source_th,wildlife_law_category_th,possession_status_th,possession_requirement_th,breeding_status_th,trade_status_th,import_export_status_th,release_status_th,animal_welfare_status_th,legal_note_th,danger_level,venomous_or_toxic,estimated_price_range_thb,reference_primary_source,reference_primary_url,reference_secondary_source,reference_secondary_url,reference_legal_source,reference_legal_url,data_confidence,review_status,source_scope_note
EXO049,Amphibian,Salamander,Tiger Salamander,ไทเกอร์ซาลาแมนเดอร์,Ambystoma tigrinum,North America,30,15,carnivore,terrestrial,nocturnal,calm,low,medium,no,60x45x45 cm terrarium,18-24,60-80,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,toxic-skin,3000-12000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO050,Amphibian,Salamander,Fire Salamander,ไฟร์ซาลาแมนเดอร์,Salamandra salamandra,Europe,25,20,carnivore,terrestrial,nocturnal,sensitive,low,hard,no,cool moist terrarium,14-22,70-90,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,toxic-skin,6000-20000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO051,Amphibian,Frog,White's Tree Frog,ไวท์ทรีฟร็อก,Litoria caerulea,Australia,12,15,insectivore,arboreal,nocturnal,calm,low,easy,yes,45x45x60 cm terrarium,24-28,50-70,small groups,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,1500-6000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO052,Amphibian,Frog,Red-eyed Tree Frog,เรดอายด์ทรีฟร็อก,Agalychnis callidryas,Central America,7,8,insectivore,arboreal,nocturnal,sensitive,low,medium,no,45x45x60 cm terrarium,24-28,70-90,small groups,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,1800-7000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO053,Amphibian,Frog,Pacman Frog,แพคแมนฟร็อก,Ceratophrys ornata,South America,15,10,carnivore,terrestrial,nocturnal,sit-and-wait,low,easy,yes,45x30x30 cm terrarium,24-28,70-80,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,medium,no,1200-6000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO054,Amphibian,Frog,Tomato Frog,โทมาโต้ฟร็อก,Dyscophus guineti,Madagascar,10,8,insectivore,terrestrial,nocturnal,shy,low,easy,yes,45x30x30 cm terrarium,22-28,70-80,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,mild-toxic,1500-7000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO055,Amphibian,Frog,African Bullfrog,แอฟริกันบูลฟร็อก,Pyxicephalus adspersus,Africa,24,20,carnivore,terrestrial,nocturnal,aggressive feeder,medium,medium,no,60x45x45 cm terrarium,24-30,50-70,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,medium,no,2500-10000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO056,Amphibian,Frog,Poison Dart Frog,พอยซันดาร์ทฟร็อก,Dendrobates tinctorius,South America,5,10,insectivore,terrestrial,diurnal,delicate,very low,hard,no,planted vivarium,22-26,80-100,pairs/groups,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,toxic-skin,2500-12000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO057,Amphibian,Toad,Fire-bellied Toad,ไฟร์เบลลีโทด,Bombina orientalis,East Asia,6,12,insectivore,semi-aquatic,diurnal,active,low,easy,yes,semi-aquatic paludarium,20-24,60-80,small groups,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,mild-toxic,1200-5000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO058,Amphibian,Frog,Budgett's Frog,บัดเจ็ตต์ฟร็อก,Lepidobatrachus laevis,South America,12,8,carnivore,semi-aquatic,nocturnal,odd but hardy,low,medium,no,semi-aquatic tank,24-28,60-80,solitary,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,medium,no,2500-9000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO059,Amphibian,Newt,Chinese Fire Belly Newt,นิวท์ไฟท้องส้ม,Cynops orientalis,China,10,15,carnivore,semi-aquatic,nocturnal,calm,low,medium,no,cool aquatic setup,18-22,,small groups,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,toxic-skin,1200-5000,AmphibiaWeb,https://amphibiaweb.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO060,Mammal,Rodent,Chinchilla,ชินชิล่า,Chinchilla lanigera,South America,30,15,herbivore,terrestrial,crepuscular,sensitive,low,medium,no,multi-level cage,16-24,30-50,pairs/groups,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,low,no,4000-20000,Mammal Diversity Database,https://www.mammaldiversity.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
EXO061,Mammal,Rodent,Prairie Dog,แพรี่ด็อก,Cynomys ludovicianus,North America,40,8,herbivore,terrestrial,diurnal,social,medium,hard,no,large social enclosure,18-28,30-60,groups,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,พ.ร.บ. สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562; พ.ร.บ. ป้องกันการทารุณกรรมและการจัดสวัสดิภาพสัตว์ พ.ศ. 2557,ต้องตรวจสอบประกาศรายชนิดเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ต้องตรวจสอบว่าต้องแจ้งการครอบครองหรือขอใบอนุญาตหรือไม่,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบประกาศเพิ่มเติม,ต้องตรวจสอบรายชนิดเพิ่มเติม,ไม่ควรปล่อย,ผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ให้เหมาะสมและห้ามทารุณกรรมสัตว์,ต้องตรวจสอบสถานะรายชนิดจากชื่อวิทยาศาสตร์ก่อนครอบครอง ค้า เพาะพันธุ์ หรือนำเข้า-ส่งออก และผู้เลี้ยงต้องจัดสวัสดิภาพสัตว์ตามกฎหมาย,medium,no,15000-50000,Mammal Diversity Database,https://www.mammaldiversity.org/,IUCN Red List; CITES Checklist,https://www.iucnredlist.org/ | https://checklist.cites.org/,Thailand Wildlife Preservation and Protection Act B.E. 2562 (uploaded PDF); Thailand Animal Welfare Act B.E. 2557 (uploaded PDF),uploaded:ACT_WILD-ANIMAL_2562.pdf | uploaded:law87.pdf | https://checklist.cites.org/,medium,legacy-row-needs-source-backfill,"Legacy row retained from the original dataset. Category-level taxonomy and legal reference sources have been added, but row-level husbandry and pricing sources should still be backfilled before production use."
